                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 1.0092,                 4.3817,                0.38422,                0.88867,                 1.2884,                 0.7294,                0.76366,                0.78316,                0.51708,                0.45577,                0.49686,                0.37652,                 0.0828,                 1.1713,                 5.0893,                0.17613,                0.98986,                 1.5141,              0.0001288,              0.0001288,              0.0001288
                     90,                0.99598,                 4.3487,                 0.3782,                0.87447,                 1.2748,                0.69544,                0.81148,                 0.8006,                0.54019,                0.45205,                0.48192,                0.36312,                0.07991,                 1.1624,                 5.0617,                0.17663,                 0.9547,                 1.5133,              0.0001189,              0.0001189,              0.0001189
                     91,                0.88518,                 4.3817,                0.23695,                0.56569,                 1.2834,                0.77846,                0.79249,                0.80764,                0.54201,                0.47889,                0.49541,                0.34404,                0.07316,                 1.1725,                 5.0395,                0.17126,                0.91399,                 1.5144,               0.000109,               0.000109,               0.000109
                     92,                0.86243,                 4.3472,                0.23923,                 0.5272,                 1.2613,                0.77051,                0.73679,                0.78685,                0.52362,                0.45466,                0.49593,                 0.3644,                0.08266,                 1.1609,                 5.0381,                 0.1704,                0.95787,                 1.5057,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.87342,                 4.3194,                0.23426,                0.52061,                 1.2823,                0.74946,                0.79327,                0.80529,                 0.5418,                0.47165,                0.50087,                0.37693,                0.08635,                 1.1542,                 5.0203,                0.16897,                0.93279,                 1.4953,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.84837,                 4.2702,                 0.2336,                0.51543,                 1.2534,                0.74774,                0.74232,                0.77692,                0.52056,                0.48945,                0.42801,                0.33519,                0.08164,                 1.1525,                 5.1098,                0.16678,                0.99672,                  1.501,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.83667,                 4.2775,                0.23082,                 0.5042,                 1.2387,                  0.787,                0.75662,                0.81107,                0.54962,                 0.4856,                0.48333,                0.37298,                0.08879,                 1.1494,                 5.0052,                0.16733,                0.90485,                 1.5105,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.83609,                 4.2536,                0.22838,                0.48888,                 1.2441,                 0.7948,                 0.7467,                0.80353,                0.54701,                0.50165,                0.48475,                0.37288,                0.08675,                 1.1394,                 5.0336,                0.16566,                0.91809,                 1.5007,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.84088,                 4.2649,                0.23763,                0.49271,                 1.2528,                0.77449,                0.75254,                0.80093,                 0.5423,                0.49833,                0.49302,                0.38997,                0.09002,                 1.1408,                 5.0479,                0.16731,                0.94678,                 1.4996,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.82441,                 4.2535,                0.22526,                0.48886,                 1.2447,                0.79237,                0.74192,                0.80969,                0.54752,                0.51289,                0.48817,                0.38173,                0.09166,                 1.1512,                 5.0097,                0.16677,                0.92857,                 1.5016,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.81539,                 4.2349,                0.22875,                0.48001,                 1.2343,                0.71979,                0.79979,                0.80902,                0.54674,                0.51884,                0.49343,                0.38884,                0.09208,                 1.1427,                 5.0235,                 0.1656,                0.94982,                 1.4978,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.81204,                 4.2156,                0.23403,                0.47787,                 1.2308,                0.80284,                 0.7365,                0.81258,                0.55318,                0.52447,                0.48925,                0.38534,                0.09128,                 1.1456,                 5.0263,                0.16654,                0.93573,                 1.5031,               1.99e-05,               1.99e-05,               1.99e-05
